trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1524,False,"{'a': 0.4, 'e': 0.36593279862923028}",25,8,-46.98947229076883,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 1}",1
1525,False,"{'a': 0.4, 'e': 0.36520176189158771}",30,13,13.249410498033729,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1526,False,"{'a': 0.4, 'e': 0.36447049987914959}",25,12,13.56912080871088,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1527,False,"{'a': 0.4, 'e': 0.36373901304299494}",20,0,28.993469344125693,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1528,False,"{'a': 0.4, 'e': 0.3630073018343416}",30,9,-17.861110601678874,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
1529,False,"{'a': 0.4, 'e': 0.36227536670454574}",35,0,-133.6219305585619,"{0: 24, 1: 3, 2: 5, 3: 1, 4: 2}",0
1530,False,"{'a': 0.4, 'e': 0.3615432081051016}",20,9,-18.382215732616267,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1531,False,"{'a': 0.4, 'e': 0.36081082648764173}",30,9,-6.4752347727677515,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
1532,False,"{'a': 0.4, 'e': 0.36007822230393577}",25,0,-0.5025565143416142,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1533,False,"{'a': 0.4, 'e': 0.35934539600589072}",25,19,-10.889726643452507,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1534,False,"{'a': 0.4, 'e': 0.35861234804555053}",20,11,3.628650782018662,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.4, 'e': 0.35787907887509635}",25,8,-62.39683225849074,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
1536,False,"{'a': 0.4, 'e': 0.35714558894684528}",30,11,10.653870384280507,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1537,False,"{'a': 0.4, 'e': 0.35641187871325075}",25,11,14.245596927783827,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1538,False,"{'a': 0.4, 'e': 0.35567794862690205}",25,11,19.432580414119982,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.4, 'e': 0.35494379914052404}",30,17,-56.19906951894279,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
1540,False,"{'a': 0.4, 'e': 0.35420943070697736}",25,14,-1.9460162561372645,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1541,False,"{'a': 0.4, 'e': 0.35347484377925714}",20,12,2.332678466395715,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1542,False,"{'a': 0.4, 'e': 0.35274003881049348}",30,8,-49.576043685200666,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 1}",1
1543,False,"{'a': 0.4, 'e': 0.35200501625395086}",25,10,-1.25263919068135,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1544,False,"{'a': 0.4, 'e': 0.35126977656302849}",20,15,8.82196725789105,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.4, 'e': 0.35053432019125896}",25,17,14.296558370907771,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.4, 'e': 0.34979864759230878}",20,12,-3.9715806373024014,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1547,False,"{'a': 0.4, 'e': 0.34906275921997765}",30,15,26.99696873245262,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.4, 'e': 0.3483266555281983}",20,3,-7.917253059197017,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
1549,False,"{'a': 0.4, 'e': 0.34759033697103697}",30,16,15.400499631081626,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1550,False,"{'a': 0.4, 'e': 0.34685380400269172}",30,17,-16.162946840703466,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
1551,False,"{'a': 0.4, 'e': 0.34611705707749302}",20,2,-61.06702847244307,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
1552,False,"{'a': 0.4, 'e': 0.34538009664990321}",25,19,9.71942348996765,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1553,False,"{'a': 0.4, 'e': 0.344642923174517}",20,6,12.37968365534492,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1554,False,"{'a': 0.4, 'e': 0.3439055371060597}",20,6,12.86573884768787,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1555,False,"{'a': 0.4, 'e': 0.34316793889938818}",25,13,-51.79460718971519,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
1556,False,"{'a': 0.4, 'e': 0.34243012900948999}",25,13,-7.451902638345769,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1557,False,"{'a': 0.4, 'e': 0.34169210789148324}",30,14,-47.50997562296235,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
1558,False,"{'a': 0.4, 'e': 0.34095387600061672}",30,7,14.765315717060572,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1559,False,"{'a': 0.4, 'e': 0.34021543379226887}",25,13,-13.11377572313117,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1560,False,"{'a': 0.4, 'e': 0.3394767817219479}",20,15,11.459179446063413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.4, 'e': 0.33873792024529126}",20,14,0.9356533093427863,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1562,False,"{'a': 0.4, 'e': 0.33799884981806627}",25,13,5.291877298349749,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.4, 'e': 0.33725957089616859}",25,13,-10.13314729428414,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1564,False,"{'a': 0.4, 'e': 0.33652008393562249}",25,0,-30.561543266396306,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1565,False,"{'a': 0.4, 'e': 0.3357803893925807}",20,7,7.018518210147112,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1566,False,"{'a': 0.4, 'e': 0.33504048772332379}",25,15,-31.833999456810112,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1567,False,"{'a': 0.4, 'e': 0.33430037938426072}",25,8,21.471847626764674,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1568,False,"{'a': 0.4, 'e': 0.33356006483192729}",30,17,14.31558987472449,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.4, 'e': 0.33281954452298668}",20,0,14.117097272430762,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1570,False,"{'a': 0.4, 'e': 0.3320788189142288}",25,0,-50.50412563131134,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
1571,False,"{'a': 0.4, 'e': 0.3313378884625709}",20,10,12.784335645881551,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1572,False,"{'a': 0.4, 'e': 0.33059675362505586}",20,10,6.379998268931236,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1573,False,"{'a': 0.4, 'e': 0.32985541485885289}",20,10,-15.285284692699236,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
1574,False,"{'a': 0.4, 'e': 0.32911387262125696}",20,12,6.462754672163076,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 0.4, 'e': 0.32837212736968846}",30,15,14.345136241719162,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1576,False,"{'a': 0.4, 'e': 0.32763017956169344}",25,2,4.503972077864322,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
1577,False,"{'a': 0.4, 'e': 0.32688802965494246}",30,21,12.237031413399485,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.4, 'e': 0.32614567810723083}",25,0,-95.40020714309196,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
1579,False,"{'a': 0.4, 'e': 0.32540312537647825}",25,15,21.01739525227284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1580,False,"{'a': 0.4, 'e': 0.32466037192072844}",25,0,-83.06364925027908,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
1581,False,"{'a': 0.4, 'e': 0.32391741819814934}",20,0,5.946971471764533,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1582,False,"{'a': 0.4, 'e': 0.32317426466703209}",30,18,-12.141833868621825,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1583,False,"{'a': 0.4, 'e': 0.32243091178579097}",20,0,23.742788638142173,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1584,False,"{'a': 0.4, 'e': 0.32168736001296322}",20,12,-6.500462952451632,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1585,False,"{'a': 0.4, 'e': 0.32094360980720943}",20,8,20.444951557553907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.4, 'e': 0.32019966162731178}",25,14,20.997526021583607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.4, 'e': 0.31945551593217497}",25,7,-8.702556876998646,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
1588,False,"{'a': 0.4, 'e': 0.31871117318082537}",25,17,-34.26823321131393,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
1589,False,"{'a': 0.4, 'e': 0.31796663383241086}",20,15,11.261759677572028,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.4, 'e': 0.31722189834620107}",20,10,-3.277287581198242,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1591,False,"{'a': 0.4, 'e': 0.31647696718158613}",25,8,-26.623779585551578,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
1592,False,"{'a': 0.4, 'e': 0.31573184079807692}",25,3,4.166666184729067,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1593,False,"{'a': 0.4, 'e': 0.31498651965530466}",20,0,-39.153875615451874,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1594,False,"{'a': 0.4, 'e': 0.31424100421302137}",30,0,0.16724460469885516,"{0: 24, 1: 4, 2: 2, 3: 0, 4: 0}",0
1595,False,"{'a': 0.4, 'e': 0.31349529493109812}",30,1,-75.20157216605016,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 2}",1
1596,False,"{'a': 0.4, 'e': 0.31274939226952586}",20,12,9.118911396241916,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.4, 'e': 0.31200329668841492}",20,5,-11.816502822524791,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1598,False,"{'a': 0.4, 'e': 0.31125700864799427}",30,15,30.032226061769347,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.4, 'e': 0.31051052860861228}",25,7,-13.903454293257791,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
1600,False,"{'a': 0.4, 'e': 0.30976385703073517}",30,20,17.80619360828495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.4, 'e': 0.30901699437494745}",25,0,37.7451636927667,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1602,False,"{'a': 0.4, 'e': 0.30826994110195138}",25,15,-5.0191935461676405,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1603,False,"{'a': 0.4, 'e': 0.30752269767256729}",25,8,-57.13439761873772,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
1604,False,"{'a': 0.4, 'e': 0.3067752645477323}",25,0,-7.124241017791476,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1605,False,"{'a': 0.4, 'e': 0.30602764218850076}",25,2,-2.896457541402431,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
1606,False,"{'a': 0.4, 'e': 0.30527983105604362}",30,13,27.069379110799446,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.4, 'e': 0.30453183161164821}",20,16,9.740620872199894,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1608,False,"{'a': 0.4, 'e': 0.30378364431671856}",20,9,7.708943331363161,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1609,False,"{'a': 0.4, 'e': 0.30303526963277394}",25,2,-15.753756878034602,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
1610,False,"{'a': 0.4, 'e': 0.30228670802144958}",20,7,-5.296812749577539,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1611,False,"{'a': 0.4, 'e': 0.30153795994449556}",35,0,-19.477214462771823,"{0: 30, 1: 1, 2: 2, 3: 2, 4: 0}",0
1612,False,"{'a': 0.4, 'e': 0.30078902586377776}",20,7,8.890592393029749,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1613,False,"{'a': 0.4, 'e': 0.30003990624127619}",20,5,8.61405563560891,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1614,False,"{'a': 0.4, 'e': 0.29929060153908543}",25,18,12.19949487331787,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.4, 'e': 0.29854111221941426}",20,2,-36.18688643806302,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1616,False,"{'a': 0.4, 'e': 0.29779143874458519}",25,0,-1.3532868471902098,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1617,False,"{'a': 0.4, 'e': 0.29704158157703486}",25,0,-27.14541838398481,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1618,False,"{'a': 0.4, 'e': 0.29629154117931261}",25,0,-34.562006680455085,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
1619,False,"{'a': 0.4, 'e': 0.29554131801408112}",25,11,14.08244571145385,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1620,False,"{'a': 0.4, 'e': 0.29479091254411544}",20,7,8.912399079130433,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1621,False,"{'a': 0.4, 'e': 0.29404032523230389}",30,17,10.264265960381701,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.4, 'e': 0.29328955654164612}",20,13,13.964715168430697,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1623,False,"{'a': 0.4, 'e': 0.29253860693525402}",25,8,-29.818803250840567,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1624,False,"{'a': 0.4, 'e': 0.29178747687635104}",25,15,19.54076119616644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1625,False,"{'a': 0.4, 'e': 0.29103616682827171}",20,0,-1.7810319777249661,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1626,False,"{'a': 0.4, 'e': 0.29028467725446228}",25,13,15.654382904021682,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1627,False,"{'a': 0.4, 'e': 0.28953300861847908}",30,20,20.493304862632996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1628,False,"{'a': 0.4, 'e': 0.28878116138398902}",30,16,-40.944086534168655,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 0}",1
1629,False,"{'a': 0.4, 'e': 0.28802913601476904}",25,0,-73.75562883091966,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
1630,False,"{'a': 0.4, 'e': 0.28727693297470669}",30,9,-18.456422856565954,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
1631,False,"{'a': 0.4, 'e': 0.28652455272779825}",20,13,13.383735947453614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.4, 'e': 0.28577199573814976}",35,19,23.128790527809855,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.4, 'e': 0.28501926246997616}",20,0,-19.67263734374874,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1634,False,"{'a': 0.4, 'e': 0.28426635338760098}",20,14,13.41007108775932,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.4, 'e': 0.2835132689554567}",30,7,-40.73806703767679,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
1636,False,"{'a': 0.4, 'e': 0.28276000963808345}",30,14,-29.808823393776706,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1637,False,"{'a': 0.4, 'e': 0.28200657590012945}",35,16,-57.57947565419542,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
1638,False,"{'a': 0.4, 'e': 0.28125296820635048}",25,2,11.604813272904835,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
1639,False,"{'a': 0.4, 'e': 0.28049918702160942}",20,15,7.902024896738451,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.4, 'e': 0.27974523281087682}",20,10,15.854587082509976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.4, 'e': 0.27899110603922928}",20,10,-24.966998357276417,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1642,False,"{'a': 0.4, 'e': 0.27823680717185001}",30,12,-9.496045331865389,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
1643,False,"{'a': 0.4, 'e': 0.27748233667402838}",25,7,7.267657439803905,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1644,False,"{'a': 0.4, 'e': 0.27672769501116007}",20,16,7.364840233105433,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.4, 'e': 0.2759728826487457}",20,11,-64.22736930199974,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 1}",1
1646,False,"{'a': 0.4, 'e': 0.27521790005239155}",25,0,-10.869704666816133,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1647,False,"{'a': 0.4, 'e': 0.27446274768780876}",20,2,1.6242289614384668,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
1648,False,"{'a': 0.4, 'e': 0.27370742602081305}",30,16,-1.238764582204002,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1649,False,"{'a': 0.4, 'e': 0.27295193551732516}",20,0,26.42581303218198,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1650,False,"{'a': 0.4, 'e': 0.27219627664336948}",25,9,1.5348375864743928,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1651,False,"{'a': 0.4, 'e': 0.27144044986507432}",20,6,28.97776511547425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.4, 'e': 0.27068445564867133}",20,6,6.726707628347904,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1653,False,"{'a': 0.4, 'e': 0.26992829446049627}",25,11,-8.698163089268457,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1654,False,"{'a': 0.4, 'e': 0.26917196676698707}",20,8,-1.060801548474999,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1655,False,"{'a': 0.4, 'e': 0.2684154730346846}",25,11,5.44816543401717,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1656,False,"{'a': 0.4, 'e': 0.26765881373023237}",25,17,10.99073568471886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.4, 'e': 0.26690198932037545}",20,0,13.207991497788464,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1658,False,"{'a': 0.4, 'e': 0.26614500027196175}",20,12,16.946607702720407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1659,False,"{'a': 0.4, 'e': 0.2653878470519398}",20,1,1.4190777463756645,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1660,False,"{'a': 0.4, 'e': 0.26463053012735988}",25,8,29.46597104449878,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.4, 'e': 0.26387304996537275}",20,7,9.057144649281234,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1662,False,"{'a': 0.4, 'e': 0.26311540703323083}",20,12,-3.872083886512672,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1663,False,"{'a': 0.4, 'e': 0.26235760179828599}",20,8,8.305113951016612,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1664,False,"{'a': 0.4, 'e': 0.26159963472799069}",25,14,14.152197291864601,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.4, 'e': 0.260841506289897}",20,2,-70.13587344113513,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 1}",1
1666,False,"{'a': 0.4, 'e': 0.26008321695165648}",20,16,7.112995784132935,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.4, 'e': 0.25932476718102049}",35,16,13.337371512044301,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1668,False,"{'a': 0.4, 'e': 0.25856615744583877}",25,0,-13.868147767851736,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1669,False,"{'a': 0.4, 'e': 0.25780738821405991}",20,15,-2.101291565007359,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1670,False,"{'a': 0.4, 'e': 0.25704845995373066}",20,6,12.486773460234453,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1671,False,"{'a': 0.4, 'e': 0.25628937313299655}",25,12,-8.294753349757,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1672,False,"{'a': 0.4, 'e': 0.25553012822010024}",25,11,21.082536512579548,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.4, 'e': 0.25477072568338216}",30,0,26.280776572220276,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
1674,False,"{'a': 0.4, 'e': 0.25401116599127999}",20,0,-53.88151883017596,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1675,False,"{'a': 0.4, 'e': 0.25325144961232798}",25,3,23.51320580954465,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1676,False,"{'a': 0.4, 'e': 0.2524915770151579}",20,13,-8.385418083735,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1677,False,"{'a': 0.4, 'e': 0.25173154866849706}",20,7,18.419587868099782,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.4, 'e': 0.25097136504116918}",20,7,-31.56020904674475,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1679,False,"{'a': 0.4, 'e': 0.25021102660209349}",25,20,11.134466592677402,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.4, 'e': 0.24945053382028537}",20,14,10.746781147652413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.4, 'e': 0.24868988716485474}",20,14,12.132189278254616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.4, 'e': 0.24792908710500672}",20,16,8.00085300191004,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.4, 'e': 0.24716813411004093}",20,3,-86.23990442164497,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
1684,False,"{'a': 0.4, 'e': 0.2464070286493513}",20,14,8.9400981444337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.4, 'e': 0.24564577119242628}",30,13,9.037167518928324,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1686,False,"{'a': 0.4, 'e': 0.24488436220884752}",30,16,13.924764405219905,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1687,False,"{'a': 0.4, 'e': 0.24412280216829033}",25,11,24.95323134548377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.4, 'e': 0.24336109154052299}",25,0,27.219612077743513,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1689,False,"{'a': 0.4, 'e': 0.24259923079540732}",20,13,12.555705539541234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.4, 'e': 0.24183722040289712}",30,3,-0.1837046514320999,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
1691,False,"{'a': 0.4, 'e': 0.24107506083303865}",20,4,17.135900321693924,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.4, 'e': 0.24031275255597023}",20,11,14.523295566553362,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1693,False,"{'a': 0.4, 'e': 0.23955029604192171}",20,0,-55.75449744788471,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
1694,False,"{'a': 0.4, 'e': 0.238787691761215}",20,0,21.948004272507642,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1695,False,"{'a': 0.4, 'e': 0.23802494018426251}",20,11,3.690335983037005,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1696,False,"{'a': 0.4, 'e': 0.23726204178156773}",25,10,14.851694638548118,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.4, 'e': 0.23649899702372476}",25,5,10.495020726005963,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1698,False,"{'a': 0.4, 'e': 0.2357358063814177}",25,10,13.859060274732022,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1699,False,"{'a': 0.4, 'e': 0.23497247032542129}",20,10,20.46675997920588,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.4, 'e': 0.23420898932659942}",25,18,10.961289092371407,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.4, 'e': 0.23344536385590545}",25,10,-27.49887260221197,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1702,False,"{'a': 0.4, 'e': 0.2326815943843818}",25,11,9.447065368012046,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.4, 'e': 0.23191768138316021}",25,5,-48.80339498341607,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
1704,False,"{'a': 0.4, 'e': 0.23115362532346043}",25,9,-55.17845623213615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
1705,False,"{'a': 0.4, 'e': 0.2303894266765906}",20,0,-16.67772607410063,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
